date,yhat,sentiment_score,event,impact
2017-01-07,84.29462979098707,0.0,No Event,None
2017-01-08,71.36148071570194,0.0,No Event,None
2017-01-09,91.4652638561288,0.0,No Event,None
2017-01-10,67.45037854634379,0.0,No Event,None
2017-01-11,73.66242183628675,0.0,No Event,None
2017-01-12,81.29987745358014,0.0,No Event,None
2017-01-13,83.91080929631906,0.0,No Event,None
2017-01-14,76.24452453387403,0.0,No Event,None
2017-01-15,63.15412801370442,0.0,No Event,None
2017-01-16,83.33564555141118,0.0,No Event,None
2017-01-17,59.633740250928405,0.0,No Event,None
2017-01-18,66.38845394141968,0.0,No Event,None
2017-01-19,74.7870953343533,0.0,No Event,None
2017-01-20,78.36127686621045,0.0,No Event,None
2017-01-21,71.83905446416037,0.0,No Event,None
2017-01-22,60.0480776147772,0.0,No Event,None
2017-01-23,81.65540992730752,0.0,No Event,None
2017-01-24,59.474024394411096,0.0,No Event,None
2017-01-25,67.81038352440127,0.0,No Event,None
2017-01-26,77.81720267881946,0.0,No Event,None
2017-01-27,82.99137462975577,0.0,No Event,None
2017-01-28,78.02698559820931,0.0,No Event,None
2017-01-29,67.71930683142054,0.0,No Event,None
2017-01-30,90.70539986570812,0.0,No Event,None
2017-01-31,69.77131952079955,0.0,No Event,None
2017-02-01,79.20030705312762,0.0,No Event,None
2017-02-02,90.12605693730224,0.0,No Event,None
2017-02-03,96.0310236712669,0.0,No Event,None
2017-02-04,91.59969080275002,0.0,No Event,None
2017-02-05,81.62268182037216,0.0,No Event,None
2017-02-06,104.73735048977926,0.0,No Event,None
2017-02-07,83.7348377929255,0.0,No Event,None
2017-02-08,92.9079946226395,0.0,No Event,None
2017-02-09,103.40426376638236,0.0,No Event,None
2017-02-10,108.72350064994376,0.0,No Event,None
2017-02-11,103.57067068335108,0.0,No Event,None
2017-02-12,92.75932065091838,0.0,No Event,None
2017-02-13,114.95148102042594,0.0,No Event,None
2017-02-14,92.9640066639976,0.0,No Event,None
2017-02-15,101.11577584559512,0.0,No Event,None
2017-02-16,110.57986151035256,0.0,No Event,None
2017-02-17,114.88067405330554,0.0,No Event,None
2017-02-18,108.7460317755881,0.0,No Event,None
2017-02-19,97.0100729831544,0.0,No Event,None
2017-02-20,118.3526808244751,0.0,No Event,None
2017-02-21,95.6054399177195,0.0,No Event,None
2017-02-22,103.09855322752756,0.0,No Event,None
2017-02-23,112.01283868517072,0.0,No Event,None
2017-02-24,115.8768069390038,0.0,No Event,None
2017-02-25,109.4187753962344,0.0,No Event,None
2017-02-26,97.46992830344304,0.0,No Event,None
2017-02-27,118.7039867742475,0.0,No Event,None
2017-02-28,95.9434979084574,0.0,No Event,None
2017-03-01,103.50715920283024,0.0,No Event,None
2017-03-02,112.56228347543484,0.0,No Event,None
2017-03-03,116.6223900329068,0.0,No Event,None
2017-03-04,110.39986043174358,0.0,No Event,None
2017-03-05,98.70955140177608,0.0,No Event,None
2017-03-06,120.20901165630016,0.0,No Event,None
2017-03-07,97.7052951209473,0.0,No Event,None
2017-03-08,105.50277121020572,0.0,No Event,None
2017-03-09,114.7560233538779,0.0,No Event,None
2017-03-10,118.96780927296466,0.0,No Event,None
2017-03-11,112.84201151999858,0.0,No Event,None
2017-03-12,101.18746340162215,0.0,No Event,None
2017-03-13,122.6582922958126,0.0,No Event,None
2017-03-14,100.06077095646572,0.0,No Event,None
2017-03-15,107.70107829407098,0.0,No Event,None
2017-03-16,116.7380644166463,0.0,No Event,None
2017-03-17,120.68099958049685,0.0,No Event,None
2017-03-18,114.24224404550117,0.0,No Event,None
2017-03-19,102.24073446991844,0.0,No Event,None
2017-03-20,123.34194103745862,0.0,No Event,None
2017-03-21,100.36429936065336,0.0,No Event,None
2017-03-22,107.62653291797156,0.0,No Event,None
2017-03-23,116.29997544247658,0.0,No Event,None
2017-03-24,119.90588743771904,0.0,No Event,None
2017-03-25,113.16771778308669,0.0,No Event,None
2017-03-26,100.91421904209776,0.0,No Event,None
2017-03-27,121.81908219253302,0.0,No Event,None
2017-03-28,98.70710475927028,0.0,No Event,None
2017-03-29,105.9013158032822,0.0,No Event,None
2017-03-30,114.5751727797507,0.0,No Event,None
2017-03-31,118.2498275673785,0.0,No Event,None
2017-04-01,111.6464132880364,0.0,No Event,None
2017-04-02,99.58925870297088,0.0,No Event,None
2017-04-03,120.7456917559988,0.0,No Event,None
2017-04-04,97.93243970573612,0.0,No Event,None
2017-04-05,105.46304097702536,0.0,No Event,None
2017-04-06,114.50037355219112,0.0,No Event,None
2017-04-07,118.55428571130422,0.0,No Event,None
2017-04-08,112.33426825252783,0.0,No Event,None
2017-04-09,100.65306192187155,0.0,No Event,None
2017-04-10,122.166848420188,0.0,No Event,None
2017-04-11,99.68201951406888,0.0,No Event,None
2017-04-12,107.5029271643289,0.0,No Event,None
2017-04-13,116.78470837274467,0.0,No Event,None
2017-04-14,121.03116088221348,0.0,No Event,None
2017-04-15,114.94760094410276,0.0,No Event,None
2017-04-16,103.34459096837732,0.0,No Event,None
2017-04-17,124.87818169484784,0.0,No Event,None
2017-04-18,102.35666198663613,0.0,No Event,None
2017-04-19,110.08822006746036,0.0,No Event,None
2017-04-20,119.23361311528043,0.0,No Event,None
2017-04-21,123.30382674751507,0.0,No Event,None
2017-04-22,117.01266302200575,0.0,No Event,None
2017-04-23,105.18015394403774,0.0,No Event,None
2017-04-24,126.47245575579171,0.0,No Event,None
2017-04-25,103.70822886263386,0.0,No Event,None
2017-04-26,111.20591970510836,0.0,No Event,None
2017-04-27,120.1360542993129,0.0,No Event,None
2017-04-28,124.01853770376712,0.0,No Event,None
2017-04-29,117.57491025121084,0.0,No Event,None
2017-04-30,105.6314688500389,0.0,No Event,None
2017-05-01,126.85891867157729,0.0,No Event,None
2017-05-02,104.07856851734338,0.0,No Event,None
2017-05-03,111.6094927349887,0.0,No Event,None
2017-05-04,120.62077386754724,0.0,No Event,None
2017-05-05,124.62882250664302,0.0,No Event,None
2017-05-06,118.34972507091832,0.0,No Event,None
2017-05-07,106.60252535975026,0.0,No Event,None
2017-05-08,128.0491004796685,0.0,No Event,None
2017-05-09,105.50063759031484,0.0,No Event,None
2017-05-10,113.26512557681448,0.0,No Event,None
2017-05-11,122.49996542588023,0.0,No Event,None
2017-05-12,126.7096840491447,0.0,No Event,None
2017-05-13,120.59868959768347,0.0,No Event,None
2017-05-14,108.9749608889575,0.0,No Event,None
2017-05-15,130.4903181833293,0.0,No Event,None
2017-05-16,107.94726869444114,0.0,No Event,None
2017-05-17,115.6468285896839,0.0,No Event,None
2017-05-18,124.7414140233973,0.0,No Event,None
2017-05-19,128.73277619142144,0.0,No Event,None
2017-05-20,122.3249104962903,0.0,No Event,None
2017-05-21,110.32782656070934,0.0,No Event,None
2017-05-22,131.39782271325024,0.0,No Event,None
2017-05-23,108.34425712398384,0.0,No Event,None
2017-05-24,115.47721860413358,0.0,No Event,None
2017-05-25,123.96019331661056,0.0,No Event,None
2017-05-26,127.30770844082517,0.0,No Event,None
2017-05-27,120.23789112007506,0.0,No Event,None
2017-05-28,107.57583960946532,0.0,No Event,None
2017-05-29,127.9934620734169,0.0,No Event,None
2017-05-30,104.3157883213503,0.0,No Event,None
2017-05-31,110.86817149931149,0.0,No Event,None
2017-06-01,118.82849044835704,0.0,No Event,None
2017-06-02,121.72434825615794,0.0,No Event,None
2017-06-03,114.28521937684582,0.0,No Event,None
2017-06-04,101.34545541257413,0.0,No Event,None
2017-06-05,121.58381689085336,0.0,No Event,None
2017-06-06,97.8295465391364,0.0,No Event,None
2017-06-07,104.4094092882672,0.0,No Event,None
2017-06-08,112.49981565347122,0.0,No Event,None
2017-06-09,115.62402747532975,0.0,No Event,None
2017-06-10,108.50439924799956,0.0,No Event,None
2017-06-11,95.9655633119804,0.0,No Event,None
2017-06-12,116.67422180424089,0.0,No Event,None
2017-06-13,93.44555390299207,0.0,No Event,None
2017-06-14,100.59065430405208,0.0,No Event,None
2017-06-15,109.26910821362628,0.0,No Event,None
2017-06-16,112.98668873604367,0.0,No Event,None
2017-06-17,106.44811541795345,0.0,No Event,None
2017-06-18,94.46076683433392,0.0,No Event,None
2017-06-19,115.67499424252156,0.0,No Event,None
2017-06-20,92.8910289855101,0.0,No Event,None
2017-06-21,100.40688421298124,0.0,No Event,None
2017-06-22,109.37134179768194,0.0,No Event,None
2017-06-23,113.28199732393526,0.0,No Event,None
2017-06-24,106.83829072106352,0.0,No Event,None
2017-06-25,94.84540640928384,0.0,No Event,None
2017-06-26,115.95468342342018,0.0,No Event,None
2017-06-27,92.9705243221386,0.0,No Event,None
2017-06-28,100.19820239656494,0.0,No Event,None
2017-06-29,108.79665988650498,0.0,No Event,None
2017-06-30,112.27627476117728,0.0,No Event,None
2017-07-01,105.35153105817524,0.0,No Event,None
2017-07-02,92.84448660266952,0.0,No Event,None
2017-07-03,113.42469079703008,0.0,No Event,None
2017-07-04,89.91555542155136,0.0,No Event,None
2017-07-05,96.64159360807228,0.0,No Event,None
2017-07-06,104.78063639254532,0.0,No Event,None
2017-07-07,107.86102166651428,0.0,No Event,None
2017-07-08,100.613707832054,0.0,No Event,None
2017-07-09,87.87522283058959,0.0,No Event,None
2017-07-10,108.32711710763684,0.0,No Event,None
2017-07-11,84.80193787144454,0.0,No Event,None
2017-07-12,91.63015232560676,0.0,No Event,None
2017-07-13,99.99213951269796,0.0,No Event,None
2017-07-14,103.41525320683482,0.0,No Event,None
2017-07-15,96.6259129173488,0.0,No Event,None
2017-07-16,84.4526354065116,0.0,No Event,None
2017-07-17,105.56567390888388,0.0,No Event,None
2017-07-18,82.78327795298274,0.0,No Event,None
2017-07-19,90.41899402224566,0.0,No Event,None
2017-07-20,99.63411646783756,0.0,No Event,None
2017-07-21,103.93527838008718,0.0,No Event,None
2017-07-22,98.02712460368488,0.0,No Event,None
2017-07-23,86.71596269649052,0.0,No Event,None
2017-07-24,108.65004117161747,0.0,No Event,None
2017-07-25,86.62644934309611,0.0,No Event,None
2017-07-26,94.9390402483329,0.0,No Event,None
2017-07-27,104.73146765883465,0.0,No Event,None
2017-07-28,109.49530939916774,0.0,No Event,None
2017-07-29,103.92320310228494,0.0,No Event,None
2017-07-30,92.81287606495442,0.0,No Event,None
2017-07-31,114.8077067497142,0.0,No Event,None
2017-08-01,92.7038031744742,0.0,No Event,None
2017-08-02,100.79799357945454,0.0,No Event,None
2017-08-03,110.24081749692608,0.0,No Event,None
2017-08-04,114.5344898611681,0.0,No Event,None
2017-08-05,108.38576802109176,0.0,No Event,None
2017-08-06,96.60961027570066,0.0,No Event,None
2017-08-07,117.8692734867082,0.0,No Event,None
2017-08-08,94.98284778322996,0.0,No Event,None
2017-08-09,102.2706389390443,0.0,No Event,None
2017-08-10,110.9075037233128,0.0,No Event,None
2017-08-11,114.42012953254785,0.0,No Event,None
2017-08-12,107.53920779204633,0.0,No Event,None
2017-08-13,95.10240976326594,0.0,No Event,None
2017-08-14,115.7938321292066,0.0,No Event,None
2017-08-15,92.44992941727205,0.0,No Event,None
2017-08-16,99.40636154396724,0.0,No Event,None
2017-08-17,107.84987762445786,0.0,No Event,None
2017-08-18,111.31524085757104,0.0,No Event,None
2017-08-19,104.5371547332126,0.0,No Event,None
2017-08-20,92.35310688271404,0.0,No Event,None
2017-08-21,113.44280230981217,0.0,No Event,None
2017-08-22,90.63420396932312,0.0,No Event,None
2017-08-23,98.25060637703147,0.0,No Event,None
2017-08-24,107.4628573451429,0.0,No Event,None
2017-08-25,111.78672331868056,0.0,No Event,None
2017-08-26,105.93534618993912,0.0,No Event,None
2017-08-27,94.72269285767037,0.0,No Event,None
2017-08-28,116.80365195892622,0.0,No Event,None
2017-08-29,94.98077666284767,0.0,No Event,None
2017-08-30,103.55207892640992,0.2,No Event,None
2017-08-31,113.66396939225667,0.5,Startup Expo,medium
2017-09-01,118.80931747933252,0.4,No Event,None
2017-09-02,113.68055921068417,0.7,Food Festival,high
2017-09-03,103.07373491406923,0.3,No Event,None
2017-09-04,125.62909384717548,0.6,No Event,None
2017-09-05,104.13824954615168,0.8,Tourism Summit,medium
2017-09-06,112.892278932943,0.7,No Event,None
2017-09-07,123.0348501099923,0.2,No Event,None
2017-09-08,128.06034752679892,0.4,No Event,None
2017-09-09,122.6669197890426,0.5,Sports Final,high
2017-09-10,111.66033362435536,0.7,No Event,None
2017-09-11,133.69427608666896,0.9,Music Concert,high
2017-09-12,111.57709733594224,0.3,No Event,None
2017-09-13,119.61939884509492,0.0,No Event,None
2017-09-14,128.98656672748507,0.0,No Event,None
