ds,yhat,yhat_lower,yhat_upper
30-08-23,110.2040847,75.61651311,146.6769391
31-08-23,86.65177357,49.41621646,122.3576339
01-09-23,93.35213142,58.97245814,127.9187718
02-09-23,101.4852154,66.88287761,136.1577056
03-09-23,104.5810394,69.216089,140.2923062
04-09-23,97.37163015,65.78088406,128.1903912
05-09-23,84.69393495,52.32560722,119.8488788
06-09-23,105.2292531,70.56443458,140.6533724
06-09-23,81.80920802,46.99266631,115.2318661
07-09-23,88.76268782,55.51791168,124.0971551
08-09-23,97.26787483,61.85413151,129.1541642
09-09-23,100.8493643,66.14497783,138.3928204
10-09-23,94.21262746,58.04128098,126.6711823
11-09-23,82.20023505,49.35017812,117.745953
12-09-23,103.4784942,67.23371625,137.7008551
13-09-23,80.8615205,42.18294234,115.4392625
14-09-23,88.65865664,51.05163708,125.2544057
15-09-23,98.02704441,63.42969805,134.1966596
15-09-23,102.4693366,67.82125942,132.2989915
16-09-23,96.68648728,62.36576992,130.6382682
17-09-23,85.48151278,51.46122484,119.556277
18-09-23,107.4998695,72.07686503,142.5606352
19-09-23,85.53643956,49.84771347,123.1470442
20-09-23,93.88352406,61.03955852,129.6285648
21-09-23,103.6839312,68.74333531,136.5103939
22-09-23,108.4291312,72.85232416,142.241609
23-09-23,102.812403,66.87060131,136.0882864
24-09-23,91.63285242,56.25344807,126.119957
25-09-23,113.5359418,76.58809965,146.222618
25-09-23,91.32051502,56.42953354,129.3034861
26-09-23,99.28671588,65.26205582,132.0534991
27-09-23,108.5888897,74.08431238,143.4433103
28-09-23,112.733443,76.9893436,146.5398795
29-09-23,106.4315943,72.30710401,142.4099102
30-09-23,94.5029075,58.41232422,129.2204269
01-10-23,115.6152602,80.7187759,149.2756953
02-10-23,92.59124652,58.74266997,127.9272767
03-10-23,99.75534981,63.3292105,136.9402199
04-10-23,108.2863996,71.67006383,143.6394279
05-10-23,111.7144945,76.53691748,144.1812369
05-10-23,104.773157,68.37885181,139.2997926
06-10-23,92.30222622,56.50871136,127.8515812
07-10-23,112.9872387,76.04867003,148.289366
08-10-23,89.665316,56.67922126,125.933611
09-10-23,96.67199039,63.6142759,131.6527323
10-10-23,105.1930886,69.57425726,140.8881649
11-10-23,108.76168,74.95792186,142.5236812
12-10-23,102.110048,68.67406821,137.1802234
13-10-23,90.07260035,55.21524866,124.5448199
14-10-23,111.3253876,72.78175955,147.4510246
15-10-23,88.69224632,56.55615261,121.4993389
15-10-23,96.4919884,60.66280463,132.9463795
16-10-23,105.8907497,72.20673778,141.6412002
17-10-23,110.3994889,76.81691083,144.4693059
18-10-23,104.7265806,70.31865815,141.179117
19-10-23,93.68140104,59.17044037,127.5889671
20-10-23,115.9145549,82.47139847,150.4212396
21-10-23,94.22474083,61.48757163,130.8707916
22-10-23,102.9066548,67.76657954,136.4739465
23-10-23,113.1040245,78.64274879,146.7534507
24-10-23,118.3077453,81.45449701,153.1686319
24-10-23,113.2090429,77.65708004,145.8359216
25-10-23,102.6035437,67.82396505,140.1914644
26-10-23,125.1318905,89.53630069,161.716779
27-10-23,103.5868822,69.11057765,139.3689522
28-10-23,112.2615352,77.75330063,147.6236626
29-10-23,122.3021524,86.89153336,159.3758014
30-10-23,127.206367,89.53604233,159.6029197
31-10-23,121.6760918,87.16676115,158.3112638
01-11-23,110.5212592,72.74160182,145.404305
02-11-23,132.3999964,97.24650452,167.2511566
03-11-23,110.1252337,77.41502763,148.3404294
03-11-23,118.0121529,82.71603309,152.4612968
04-11-23,127.2305815,93.2005039,162.3400402
05-11-23,131.3023208,96.50755996,163.9371077
06-11-23,124.9533577,90.67075524,159.6445137
07-11-23,113.0168687,77.48901317,147.4836236
08-11-23,134.1726827,97.74053374,167.5580316
09-11-23,111.2532196,77.66302842,145.4887808
10-11-23,118.5903349,84.01465582,151.4284955
11-11-23,127.3671915,94.96513579,162.8148843
12-11-23,131.1151647,98.08176211,167.249098
13-11-23,124.5657433,89.33725402,157.7403783
13-11-23,112.5533436,77.88464601,147.7794721
14-11-23,133.7547111,100.4603521,168.2489559
15-11-23,110.9949292,76.0406489,143.3743333
16-11-23,118.5944631,85.00806416,155.3914163
17-11-23,127.7213561,93.14614624,164.228635
18-11-23,131.8885752,95.53055341,166.7362549
19-11-23,125.8064568,89.37815071,161.6458227
20-11-23,114.2861533,81.04658972,148.2018215
21-11-23,135.979739,98.57210778,171.9985009
22-11-23,113.6869722,81.29813526,149.6954292
23-11-23,121.7031221,85.85972391,157.2382471
23-11-23,131.1719524,97.19360302,165.8207034
24-11-23,135.5838377,99.76027202,170.9434583
25-11-23,129.6289381,94.34961594,166.7159647
26-11-23,118.1013137,82.84380111,151.3092019
27-11-23,139.6396143,106.4726128,173.1548975
28-11-23,117.0343258,83.02760053,152.3313393
29-11-23,124.575964,91.65720573,158.1485244
30-11-23,133.4082983,99.65469849,168.7529123
01-12-23,137.0265717,103.3137083,171.3235746
02-12-23,130.1306376,95.19247454,163.4536519
02-12-23,117.528896,80.44019476,154.337504
03-12-23,137.8786668,103.8555158,170.7333875
04-12-23,113.9929899,78.65108243,149.6034452
05-12-23,120.1882546,83.78344327,154.6339648
06-12-23,127.6367552,93.83549958,163.625839
07-12-23,129.864157,93.0209586,161.0108937
08-12-23,121.6018152,84.11633843,155.0169114
09-12-23,107.6898505,71.21077401,142.9461632
10-12-23,126.8166441,93.96049821,161.7593922
11-12-23,101.8247667,67.05696319,134.9705101
12-12-23,107.0577684,71.75805005,144.5290331
12-12-23,113.71195,80.28247297,148.7563887
13-12-23,115.3331245,80.24508551,150.2777407
14-12-23,106.6683303,72.72400111,143.625889
15-12-23,92.56841779,58.43676479,126.5978916
16-12-23,111.727189,76.5089662,146.5304464
17-12-23,86.98711312,51.51476271,122.7706254
18-12-23,92.68605437,58.80788759,128.3261015
19-12-23,100.0091354,66.12002906,135.3192771
20-12-23,102.4857424,67.38866011,136.6651995
21-12-23,94.84162888,58.97317966,129.1888302
22-12-23,81.90203148,47.68634017,117.0805485
22-12-23,102.33146,67.1833756,139.1260696
23-12-23,78.94017168,45.0554593,115.8874213
24-12-23,86.03174258,50.39435901,123.2749685
25-12-23,94.75583841,61.95498221,131.4219988
26-12-23,98.60616493,62.86702911,134.1842075
27-12-23,92.27353035,55.58509483,129.127848
28-12-23,80.54990481,46.66319658,117.6827799
29-12-23,102.0691149,67.42854316,137.229891
30-12-23,79.61415644,43.43938429,115.6309867
31-12-23,87.46551607,51.21086193,122.0505482
01-01-24,96.75458158,65.00830578,133.6185224
01-01-24,100.9621041,62.67518938,136.8472565
02-01-24,94.77162912,62.05559611,128.9574866
03-01-24,82.97377071,47.46244185,117.9790228
04-01-24,104.2069605,68.71671795,139.8771908
05-01-24,81.26465227,47.10262475,115.9906107
06-01-24,88.44337491,53.46054424,122.2393144
07-01-24,96.89572093,60.98926407,132.2214175
08-01-24,100.128244,65.25295713,135.3075154
09-01-24,92.85419797,59.43098402,127.3492162
10-01-24,79.89701018,45.39622002,115.4658126
10-01-24,99.93014217,65.11520282,135.5421513
11-01-24,75.78334291,41.01192812,109.7166725
12-01-24,81.78971301,47.23989341,116.7840334
13-01-24,89.13769435,55.2350394,124.7492789
14-01-24,91.36798567,55.53313657,124.6174111
15-01-24,83.22534375,47.56531332,120.6390643
16-01-24,69.56118857,34.56974982,102.4619822
17-01-24,89.07268953,52.73557857,122.9580589
18-01-24,64.60835923,31.43034875,98.31686321
19-01-24,70.51459142,34.04496799,104.0764642
20-01-24,77.98727211,45.17429793,113.4722926
20-01-24,80.56847509,46.89715982,117.2942825
21-01-24,72.99820745,40.77616482,105.6300665
22-01-24,60.11712534,24.82086541,97.61854583
23-01-24,80.60589416,44.76898944,116.0249404
24-01-24,57.29121226,21.67483771,90.60070138
25-01-24,64.49292325,32.46977884,101.0127979
26-01-24,73.37633025,37.25709917,105.3317808
27-01-24,77.44970432,43.09479106,112.1159261
28-01-24,71.41693056,35.8349405,106.8734782
29-01-24,60.08118762,25.37480747,91.95938369
30-01-24,82.08530877,48.54300013,116.8057719
30-01-24,60.21881635,23.15456513,93.28738724
31-01-24,68.7660274,35.51626559,103.2654468
01-02-24,78.85931696,44.94476926,116.2256902
02-02-24,83.97750563,48.56375612,119.6234231
03-02-24,78.79929132,43.04301958,115.6495543
04-02-24,68.10759979,34.07363352,104.0066822
05-02-24,90.53048436,53.6321571,122.1125544
06-02-24,68.84855236,32.52225227,103.5463764
07-02-24,77.34330589,41.12387991,110.1844505
08-02-24,87.15047757,51.91318539,123.8696169
09-02-24,91.75832635,54.50534525,126.8385786
09-02-24,85.86081625,51.53828972,121.1355759
10-02-24,74.26156026,38.57009116,109.2488411
11-02-24,95.614171,62.02819781,131.7295664
12-02-24,72.7290111,39.57410333,107.3507261
13-02-24,79.92074969,49.48224395,115.2664614
14-02-24,88.36082704,52.96966962,125.354913
15-02-24,91.57481617,55.60763129,129.4017417
16-02-24,84.29462979,52.01721954,122.4773511
17-02-24,71.36148072,35.55410994,105.1391471
18-02-24,91.46526386,57.9996719,127.9304636
18-02-24,67.45037855,33.33377123,105.1423475
19-02-24,73.66242184,40.20673394,110.6466817
20-02-24,81.29987745,46.08349446,116.2085089
21-02-24,83.9108093,49.8516064,116.271098
22-02-24,76.24452453,39.56267272,111.6929477
23-02-24,63.15412801,27.8056627,97.6267672
24-02-24,83.33564555,47.50571001,117.2165424
25-02-24,59.63374025,24.74737792,95.12235429
26-02-24,66.38845394,31.60348409,99.40482498
27-02-24,74.78709533,41.46951058,108.8514804
28-02-24,78.36127687,44.62317609,115.7075325
28-02-24,71.83905446,37.30445983,105.779264
29-02-24,60.04807761,22.80251484,94.49841272
01-03-24,81.65540993,46.43358232,119.5405871
02-03-24,59.47402439,26.82607238,97.08850581
03-03-24,67.81038352,35.72963453,104.9041259
04-03-24,77.81720268,42.22224214,114.7147834
05-03-24,82.99137463,48.85239902,118.6985403
06-03-24,78.0269856,42.49680962,113.7945892
07-03-24,67.71930683,33.67465552,102.0000343
08-03-24,90.70539987,56.68324251,127.7762688
09-03-24,69.77131952,34.05795836,105.9868585
09-03-24,79.20030705,46.24731437,114.7326121
10-03-24,90.12605694,52.22135679,125.7843299
11-03-24,96.03102367,61.15287324,132.5866444
